Fecha;Concepto;Detalle;Débito;Crédito;Saldo
12/08/2022;Transferencia por CBU;CBU:01509315-02000111651661 BENEF: 0-33708528809 REF:VAR-0931021116;14.000.000,00;;32.460.909,56
12/08/2022;Debito Transf. HomeBanking;;225.000,00;;46.460.909,56
12/08/2022;Impuesto Débitos y Créditos/DB;;1.350,00;;46.685.909,56
12/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 I FLOW SA  Referencia: 7872193;;50.000.000,00;46.687.259,56
12/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052977299 BENEF: 0-27286853620 REF:VAR-5080529772 Referencia: BAPRO;100.000,00;;-3.312.740,44
12/08/2022;Impuesto Débitos y Créditos/DB;;600,00;;-3.212.740,44
12/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053704342 BENEF: 0-20345020285 REF:VAR-5080537043 Referencia: BAPRO;10.000,00;;-3.212.140,44
12/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-3.202.140,44
12/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052991521 BENEF: 0-20332262883 REF:VAR-5080529915 Referencia: BAPRO;10.000,00;;-3.202.080,44
12/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-3.192.080,44
12/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508051091246 BENEF: 0-20314918607 REF:VAR-5080510912 Referencia: BAPRO;10.000,00;;-3.192.020,44
12/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-3.182.020,44
12/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053677518 BENEF: 0-20177014657 REF:VAR-5080536775 Referencia: BAPRO;15.000,00;;-3.181.960,44
12/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-3.166.960,44
12/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20178789768 BENEF: NAVARRO LUIS Referencia: SUPERVIELLE;10.000,00;;-3.166.870,44
12/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-3.156.870,44
12/08/2022;Crédito por Transferencia;I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL;;10.000.000,00;-3.156.810,44
12/08/2022;Trf. Masivas Pago Proveedores;CBU:07200588-30000035817447 BENEF: 0-20247304038 REF:VAR-0580035817 Referencia: 61564;96.600,00;;-13.156.810,44
12/08/2022;Impuesto Débitos y Créditos/DB;;579,60;;-13.060.210,44
12/08/2022;Trf. Masivas Pago Proveedores;CBU:00701811-30004030119119 BENEF: 0-20263670524 REF:VAR-4030119118 Referencia: 61565;153.046,66;;-13.059.630,84
12/08/2022;Impuesto Débitos y Créditos/DB;;918,28;;-12.906.584,18
12/08/2022;Trf. Masivas Pago Proveedores;CBU:07200427-88000013033068 BENEF: 0-20241481698 REF:VAR-0420013033 Referencia: 61563;605.226,28;;-12.905.665,90
12/08/2022;Impuesto Débitos y Créditos/DB;;3.631,36;;-12.300.439,62
12/08/2022;Trf. Masivas Pago Proveedores;CBU:00703138-30004019600210 BENEF: 0-20338123443 REF:VAR-4019600231 Referencia: 61562;8.893,64;;-12.296.808,26
12/08/2022;Impuesto Débitos y Créditos/DB;;53,36;;-12.287.914,62
12/08/2022;Trf. Masivas Pago Proveedores;CBU:01509025-01000124382245 BENEF: 0-20339315737 REF:VAR-0902011243 Referencia: 61561;240.132,00;;-12.287.861,26
12/08/2022;Impuesto Débitos y Créditos/DB;;1.440,79;;-12.047.729,26
12/08/2022;Trf. Masivas Pago Proveedores;CBU:07202218-88000044328436 BENEF: 0-20375393744 REF:VAR-2210044328 Referencia: 61560;6.974,00;;-12.046.288,47
12/08/2022;Impuesto Débitos y Créditos/DB;;41,84;;-12.039.314,47
12/08/2022;Trf. Masivas Pago Proveedores;CBU:04400639-40000159825343 BENEF: 0-20299551343 REF:VAR-4063000159 Referencia: 61559;8.365,00;;-12.039.272,63
12/08/2022;Impuesto Débitos y Créditos/DB;;50,19;;-12.030.907,63
12/08/2022;Trf. Masivas Pago Proveedores;CBU:00700153-20000005751853 BENEF: 0-33648454819 REF:VAR-0005751801 Referencia: 61558;15.344,40;;-12.030.857,44
12/08/2022;Impuesto Débitos y Créditos/DB;;92,07;;-12.015.513,04
12/08/2022;Trf. Masivas Pago Proveedores;CUIT: 27385348490 BENEF: JUAREZ SOLANGE ABIGAIL Referencia: 61557;348.709,20;;-12.015.420,97
12/08/2022;Impuesto Débitos y Créditos/DB;;2.092,26;;-11.666.711,77
12/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1190;208.920,10;;-11.664.619,51
12/08/2022;Impuesto Débitos y Créditos/DB;;1.253,52;;-11.455.699,41
12/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1327;478.035,00;;-11.454.445,89
12/08/2022;Impuesto Débitos y Créditos/DB;;2.868,21;;-10.976.410,89
12/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42295433;12.820,88;;-10.973.542,68
12/08/2022;Impuesto Débitos y Créditos/DB;;76,93;;-10.960.721,80
12/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304394;87.332,20;;-10.960.644,87
12/08/2022;Impuesto Débitos y Créditos/DB;;523,99;;-10.873.312,67
12/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304477;35.312,03;;-10.872.788,68
12/08/2022;Impuesto Débitos y Créditos/DB;;211,87;;-10.837.476,65
12/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 738;1.500.000,00;;-10.837.264,78
12/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-9.337.264,78
12/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1080;2.000.000,00;;-9.328.264,78
12/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-7.328.264,78
11/08/2022;Impuesto Débitos y Créditos/DB;;3,45;;-7.316.264,78
11/08/2022;Impuesto Débitos y Créditos/DB;;0,72;;-7.316.261,33
11/08/2022;Impuesto Débitos y Créditos/DB;;8.142,61;;-7.316.260,61
11/08/2022;Impuesto Débitos y Créditos/DB;;3.912,88;;-7.308.118,00
11/08/2022;Impuesto Débitos y Créditos/DB;;18.694,87;;-7.304.205,12
11/08/2022;Impuesto Débitos y Créditos/DB;;22.435,23;;-7.285.510,25
11/08/2022;Impuesto Débitos y Créditos/DB;;20.028,69;;-7.263.075,02
11/08/2022;Impuesto Débitos y Créditos/DB;;2.443,30;;-7.243.046,33
11/08/2022;Impuesto Débitos y Créditos/DB;;0,21;;-7.240.603,03
11/08/2022;Impuesto Débitos y Créditos/DB;;0,04;;-7.240.602,82
11/08/2022;Impuesto Débitos y Créditos/DB;;3.034,67;;-7.240.602,78
11/08/2022;COMIS.TRANSFERENCIAS;OPERACIÓN 0 GENERADA EL 10/08/22;575,00;;-7.237.568,11
11/08/2022;IVA;OPERACIÓN 0 GENERADA EL 10/08/22;120,75;;-7.236.993,11
11/08/2022;Cobro Percepción IIBB;OPERACIÓN 0 GENERADA EL 10/08/22;0,58;;-7.236.872,36
11/08/2022;Comisión Consulta Cámara;;35,00;;-7.236.871,78
11/08/2022;IVA;;7,35;;-7.236.836,78
11/08/2022;Pago Automático de Préstamo;Referencia: 838890;505.777,90;;-7.236.829,43
11/08/2022;Debito Transf. HomeBanking;;5.100.000,00;;-6.731.051,53
11/08/2022;Impuesto Débitos y Créditos/DB;;30.600,00;;-1.631.051,53
11/08/2022;Transferencia por CBU;CBU:03400579-00570008468008 BENEF: 0-30704459099 REF:VAR-0575700084;1.210.000,00;;-1.600.451,53
11/08/2022;Impuesto Débitos y Créditos/DB;;7.260,00;;-390.451,53
11/08/2022;Debito Transf. HomeBanking;;145.000,00;;-383.191,53
11/08/2022;Impuesto Débitos y Créditos/DB;;870,00;;-238.191,53
11/08/2022;Debito Transf. HomeBanking;;7.050.000,00;;-237.321,53
11/08/2022;Impuesto Débitos y Créditos/DB;;42.300,00;;6.812.678,47
11/08/2022;Transferencia por CBU;CBU:02900001-00000003114700 BENEF: 0-33708528809 REF:VAR-0000011100;650.000,00;;6.854.978,47
11/08/2022;Transferencia por CBU;CBU:02900001-00000003115000 BENEF: 0-30704459099 REF:VAR-0000011100;650.000,00;;7.504.978,47
11/08/2022;Impuesto Débitos y Créditos/DB;;3.900,00;;8.154.978,47
11/08/2022;Pago de Servicios;625413 ARBA PLAN PAG 0811 13:34 IDENTIFICACION: 1023370852880907131;407.217,00;;8.158.878,47
11/08/2022;Pago de Servicios;387398 IMP.AFIP 0811 13:31 IDENTIFICACION: 3370852880912965790;3.338.114,70;;8.566.095,47
11/08/2022;Pago de Servicios;322585 ARBA A REC W 0811 13:31 IDENTIFICACION: 1083370852880903644;3.115.811,90;;11.904.210,17
11/08/2022;Pago de Servicios;862191 IMP.AFIP 0811 13:31 IDENTIFICACION: 3370852880912965790;3.739.204,22;;15.020.022,07
11/08/2022;Pago de Servicios;614202 ARBA A REC W 0811 13:31 IDENTIFICACION: 1083370852880903605;652.147,40;;18.759.226,29
11/08/2022;Pago de Servicios;8057 ARBA A REC W 0811 13:31 IDENTIFICACION: 1083370852880903605;1.357.101,60;;19.411.373,69
11/08/2022;CRED BCA ELECTRONICA INTERBANC;PROVEEDORES 30708050675 OPTION SECURITIES S.A.  Referencia: 7489798;;40.717.101,26;20.768.475,29
11/08/2022;IIBB- Acreditaciones Bancarias;;732.907,82;;-19.948.625,97
11/08/2022;Impuesto Débitos y Créditos/CR;;244.302,61;;-19.215.718,15
11/08/2022;Impuesto Débitos y Créditos/DB;;4.397,45;;-18.971.415,54
11/08/2022;Impuesto Débitos y Créditos/DB;;0,25;;-18.967.018,09
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1272;186.504,67;;-18.967.017,84
11/08/2022;Impuesto Débitos y Créditos/DB;;1.119,03;;-18.780.513,17
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1274;18.154,88;;-18.779.394,14
11/08/2022;Impuesto Débitos y Créditos/DB;;108,93;;-18.761.239,26
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1303;131.916,78;;-18.761.130,33
11/08/2022;Impuesto Débitos y Créditos/DB;;791,50;;-18.629.213,55
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1328;478.035,00;;-18.628.422,05
11/08/2022;Impuesto Débitos y Créditos/DB;;2.868,21;;-18.150.387,05
11/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304380;48.921,45;;-18.147.518,84
11/08/2022;Impuesto Débitos y Créditos/DB;;293,53;;-18.098.597,39
11/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304415;195.329,45;;-18.098.303,86
11/08/2022;Impuesto Débitos y Créditos/DB;;1.171,98;;-17.902.974,41
11/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304423;28.514,57;;-17.901.802,43
11/08/2022;Impuesto Débitos y Créditos/DB;;171,09;;-17.873.287,86
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 737;1.500.000,00;;-17.873.116,77
11/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-16.373.116,77
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1081;2.000.000,00;;-16.364.116,77
11/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-14.364.116,77
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1158;220.864,00;;-14.352.116,77
11/08/2022;Impuesto Débitos y Créditos/DB;;1.325,18;;-14.131.252,77
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1189;705.403,94;;-14.129.927,59
11/08/2022;Impuesto Débitos y Créditos/DB;;4.232,42;;-13.424.523,65
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1191;117.530,64;;-13.420.291,23
11/08/2022;Impuesto Débitos y Créditos/DB;;705,18;;-13.302.760,59
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1192;9.170,05;;-13.302.055,41
11/08/2022;Impuesto Débitos y Créditos/DB;;55,02;;-13.292.885,36
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1193;97.397,74;;-13.292.830,34
11/08/2022;Impuesto Débitos y Créditos/DB;;584,39;;-13.195.432,60
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1195;875.490,84;;-13.194.848,21
11/08/2022;Impuesto Débitos y Créditos/DB;;5.252,95;;-12.319.357,37
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1200;86.418,31;;-12.314.104,42
11/08/2022;Impuesto Débitos y Créditos/DB;;518,51;;-12.227.686,11
11/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1201;37.890,56;;-12.227.167,60
11/08/2022;Impuesto Débitos y Créditos/DB;;227,34;;-12.189.277,04
10/08/2022;Comisión Consulta Cámara;;35,00;;-12.189.049,70
10/08/2022;IVA;;7,35;;-12.189.014,70
10/08/2022;Trf. Pago.Prov-Terceros O/Bcos;30701019268 CRODA ARGENTINA REF: PAGO A PROVEED.;;6.000.000,00;-12.189.007,35
10/08/2022;Trf. Pago.Prov-Terceros O/Bcos;30701019268 CRODA ARGENTINA REF: PAGO A PROVEED.;;1.906.820,79;-18.189.007,35
10/08/2022;Impuesto Débitos y Créditos/CR;;36.000,00;;-20.095.828,14
10/08/2022;Impuesto Débitos y Créditos/CR;;11.440,92;;-20.059.828,14
10/08/2022;Impuesto Débitos y Créditos/DB;;648,00;;-20.048.387,22
10/08/2022;Impuesto Débitos y Créditos/DB;;205,94;;-20.047.739,22
10/08/2022;IIBB- Acreditaciones Bancarias;;108.000,00;;-20.047.533,28
10/08/2022;IIBB- Acreditaciones Bancarias;;34.322,77;;-19.939.533,28
10/08/2022;Crédito por Transferencia;MORALES/RAUL H 6 20129657902 REF:VAR-VARVARIOS BANCO SANTANDER RIO S.A.;;1.100.000,00;-19.905.210,51
10/08/2022;IIBB- Acreditaciones Bancarias;;19.800,00;;-21.005.210,51
10/08/2022;Impuesto Débitos y Créditos/CR;;6.600,00;;-20.985.410,51
10/08/2022;Impuesto Débitos y Créditos/DB;;118,80;;-20.978.810,51
10/08/2022;Transferencia por CBU;CBU:01100365-20003600344442 BENEF: 0-33708528809 REF:VAR-2620036003;700.000,00;;-20.978.691,71
10/08/2022;Transferencia por CBU;CBU:19101974-55019701718132 BENEF: 0-33708528809 REF:VAR-1911970171;4.700.000,00;;-20.278.691,71
10/08/2022;Impuesto Débitos y Créditos/DB;;0,25;;-15.578.691,71
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304417;59.573,06;;-15.578.691,46
10/08/2022;Impuesto Débitos y Créditos/DB;;357,44;;-15.519.118,40
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304425;47.098,76;;-15.518.760,96
10/08/2022;Impuesto Débitos y Créditos/DB;;282,59;;-15.471.662,20
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304439;99.269,22;;-15.471.379,61
10/08/2022;Impuesto Débitos y Créditos/DB;;595,62;;-15.372.110,39
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304443;433.284,60;;-15.371.514,77
10/08/2022;Impuesto Débitos y Créditos/DB;;2.599,71;;-14.938.230,17
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304445;63.217,72;;-14.935.630,46
10/08/2022;Impuesto Débitos y Créditos/DB;;379,31;;-14.872.412,74
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304454;14.371,48;;-14.872.033,43
10/08/2022;Impuesto Débitos y Créditos/DB;;86,23;;-14.857.661,95
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304456;23.233,19;;-14.857.575,72
10/08/2022;Impuesto Débitos y Créditos/DB;;139,40;;-14.834.342,53
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304465;220.967,87;;-14.834.203,13
10/08/2022;Impuesto Débitos y Créditos/DB;;1.325,81;;-14.613.235,26
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304467;12.600,00;;-14.611.909,45
10/08/2022;Impuesto Débitos y Créditos/DB;;75,60;;-14.599.309,45
10/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 736;1.500.000,00;;-14.599.233,85
10/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-13.099.233,85
10/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1082;2.000.000,00;;-13.090.233,85
10/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-11.090.233,85
10/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1243;124.713,23;;-11.078.233,85
10/08/2022;Impuesto Débitos y Créditos/DB;;748,28;;-10.953.520,62
10/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1263;5.700,00;;-10.952.772,34
10/08/2022;Impuesto Débitos y Créditos/DB;;34,20;;-10.947.072,34
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42295498;59.157,94;;-10.947.038,14
10/08/2022;Impuesto Débitos y Créditos/DB;;354,95;;-10.887.880,20
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304388;62.040,00;;-10.887.525,25
10/08/2022;Impuesto Débitos y Créditos/DB;;372,24;;-10.825.485,25
10/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304413;63.228,00;;-10.825.113,01
10/08/2022;Impuesto Débitos y Créditos/DB;;379,37;;-10.761.885,01
09/08/2022;Comisión Consulta Cámara;;35,00;;-10.761.505,64
09/08/2022;IVA;;7,35;;-10.761.470,64
09/08/2022;Crédito por Transferencia;I FLOW SA - 33708528809 REF:VAR-VARIOS;;1.600.000,00;-10.761.463,29
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00703138-30004010086282 BENEF: 0-20243917922 REF:VAR-4010086231 Referencia: 61483;47.614,90;;-12.361.463,29
09/08/2022;Impuesto Débitos y Créditos/DB;;285,69;;-12.313.848,39
09/08/2022;Trf. Masivas Pago Proveedores;CBU:07203693-88000032967186 BENEF: 0-20344327298 REF:VAR-3690032967 Referencia: 61482;105.979,07;;-12.313.562,70
09/08/2022;Impuesto Débitos y Créditos/DB;;635,87;;-12.207.583,63
09/08/2022;Trf. Masivas Pago Proveedores;CBU:07205095-88000035063140 BENEF: 0-20082453920 REF:VAR-4860001007 Referencia: 61458;81.254,08;;-12.206.947,76
09/08/2022;Impuesto Débitos y Créditos/DB;;487,52;;-12.125.693,68
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00703619-30004033500246 BENEF: 0-20924983958 REF:VAR-4033500236 Referencia: 61459;78.622,09;;-12.125.206,16
09/08/2022;Impuesto Débitos y Créditos/DB;;471,73;;-12.046.584,07
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00701835-30004002085017 BENEF: 0-20323261394 REF:VAR-4002085018 Referencia: 61461;183.799,17;;-12.046.112,34
09/08/2022;Impuesto Débitos y Créditos/DB;;1.102,80;;-11.862.313,17
09/08/2022;Trf. Masivas Pago Proveedores;CBU:01701414-40000005224162 BENEF: 0-20338107804 REF:VAR-141052241 Referencia: 61460;18.430,00;;-11.861.210,37
09/08/2022;Impuesto Débitos y Créditos/DB;;110,58;;-11.842.780,37
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00703985-30004004500406 BENEF: 0-20385260696 REF:VAR-4004500439 Referencia: 61463;60.192,51;;-11.842.669,79
09/08/2022;Impuesto Débitos y Créditos/DB;;361,16;;-11.782.477,28
09/08/2022;Trf. Masivas Pago Proveedores;CBU:25900271-20326872730156 BENEF: 0-20349968984 REF:VAR-3268727301 Referencia: 61462;85.737,47;;-11.782.116,12
09/08/2022;Impuesto Débitos y Créditos/DB;;514,42;;-11.696.378,65
09/08/2022;Trf. Masivas Pago Proveedores;CBU:01400311-01509501074040 BENEF: 0-20107751492 REF:VAR-5095010740 Referencia: 61464;76.946,07;;-11.695.864,23
09/08/2022;Impuesto Débitos y Créditos/DB;;461,68;;-11.618.918,16
09/08/2022;Trf. Masivas Pago Proveedores;CBU:07205002-88000035203322 BENEF: 0-23171959659 REF:VAR-5000035203 Referencia: 61465;113.089,95;;-11.618.456,48
09/08/2022;Impuesto Débitos y Créditos/DB;;678,54;;-11.505.366,53
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00703138-30004040345810 BENEF: 0-27406382198 REF:VAR-4040345831 Referencia: 61466;11.396,50;;-11.504.687,99
09/08/2022;Impuesto Débitos y Créditos/DB;;68,38;;-11.493.291,49
09/08/2022;Trf. Masivas Pago Proveedores;CBU:15006341-00063460066346 BENEF: 0-20207422712 REF:VAR-634600663 Referencia: 61468;34.536,90;;-11.493.223,11
09/08/2022;Impuesto Débitos y Créditos/DB;;207,22;;-11.458.686,21
09/08/2022;Trf. Masivas Pago Proveedores;CBU:07207275-88000035080686 BENEF: 0-27209079769 REF:VAR-7270035080 Referencia: 61469;213.928,30;;-11.458.478,99
09/08/2022;Impuesto Débitos y Créditos/DB;;1.283,57;;-11.244.550,69
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00701224-30004160794411 BENEF: 0-23222758939 REF:VAR-4160794412 Referencia: 61470;72.407,47;;-11.243.267,12
09/08/2022;Impuesto Débitos y Créditos/DB;;434,44;;-11.170.859,65
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00703138-30004019600210 BENEF: 0-20338123443 REF:VAR-4019600231 Referencia: 61471;83.361,95;;-11.170.425,21
09/08/2022;Impuesto Débitos y Créditos/DB;;500,17;;-11.087.063,26
09/08/2022;Trf. Masivas Pago Proveedores;CBU:02900285-10000001061043 BENEF: 0-24319280649 REF:VAR-0000002802 Referencia: 61472;69.310,08;;-11.086.563,09
09/08/2022;Impuesto Débitos y Créditos/DB;;415,86;;-11.017.253,01
09/08/2022;Trf. Masivas Pago Proveedores;CBU:01703687-40000000440307 BENEF: 0-20163450497 REF:VAR-368004403 Referencia: 61473;29.806,16;;-11.016.837,15
09/08/2022;Impuesto Débitos y Créditos/DB;;178,84;;-10.987.030,99
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00700764-30004031658190 BENEF: 0-20177392252 REF:VAR-4031658107 Referencia: 61474;40.240,02;;-10.986.852,15
09/08/2022;Impuesto Débitos y Créditos/DB;;241,44;;-10.946.612,13
09/08/2022;Trf. Masivas Pago Proveedores;CBU:07202065-88000042450618 BENEF: 0-20258031289 REF:VAR-2060042450 Referencia: 61475;75.671,78;;-10.946.370,69
09/08/2022;Impuesto Débitos y Créditos/DB;;454,03;;-10.870.698,91
09/08/2022;Trf. Masivas Pago Proveedores;CBU:02900704-10000050032957 BENEF: 0-20937771658 REF:VAR-0000007002 Referencia: 61476;61.560,14;;-10.870.244,88
09/08/2022;Impuesto Débitos y Créditos/DB;;369,36;;-10.808.684,74
09/08/2022;Trf. Masivas Pago Proveedores;CBU:00700290-30004011922965 BENEF: 0-20380703727 REF:VAR-4011922902 Referencia: 61477;11.500,02;;-10.808.315,38
09/08/2022;Impuesto Débitos y Créditos/DB;;69,00;;-10.796.815,36
09/08/2022;Trf. Masivas Pago Proveedores;CBU:01400861-03503451607239 BENEF: 0-20241909868 REF:VAR-5034516072 Referencia: 61478;68.664,00;;-10.796.746,36
09/08/2022;Impuesto Débitos y Créditos/DB;;411,98;;-10.728.082,36
09/08/2022;Trf. Masivas Pago Proveedores;CBU:04400639-40000159825343 BENEF: 0-20299551343 REF:VAR-4063000159 Referencia: 61479;178.616,93;;-10.727.670,38
09/08/2022;Impuesto Débitos y Créditos/DB;;1.071,70;;-10.549.053,45
09/08/2022;Trf. Masivas Pago Proveedores;CBU:07204054-88000037005490 BENEF: 0-27367025471 REF:VAR-4050037005 Referencia: 61480;157.640,02;;-10.547.981,75
09/08/2022;Impuesto Débitos y Créditos/DB;;945,84;;-10.390.341,73
09/08/2022;Trf. Masivas Pago Proveedores;CBU:07205187-88000035182436 BENEF: 0-20270004807 REF:VAR-5180035182 Referencia: 61481;93.802,15;;-10.389.395,89
